ml_name,side_effects,db_name
Zaleplon,"['drowsiness', 'dizziness', 'lightheadedness', 'lack of coordination', 'numbness in the hands', 'numbness in the feet', 'burning in the hands', 'burning in the feet', 'tingling in the hands', 'tingling in the feet', 'headache', 'loss of appetite', 'vision problems', 'eye pain', 'sensitivity to noise', 'distorted sense of smell', 'painful menstrual periods', 'rash', 'itching', 'hives', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'hoarseness', 'difficulty breathing', 'difficulty swallowing']",Zaleplon
Rifapentine,"['temporary discoloration of your skin', 'temporary discoloration of your teeth', 'temporary discoloration of your saliva', 'temporary discoloration of your urine', 'temporary discoloration of your stool', 'temporary discoloration of your sweat', 'temporary discoloration of your tears', 'dizziness', 'fainting', 'increased sweating', 'diarrhea', 'rash', 'itching', 'hives', 'cough with wheezing', 'difficulty breathing', 'red eyes', 'itchy eyes', 'irritated eyes', 'fever', 'blisters', 'changes in thinking', 'changes in behavior', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'fast heartbeat', 'irregular heartbeat', 'nausea', 'vomiting', 'chest pain', 'fever', 'chills', 'muscle aches', 'muscle pain', 'tiredness', 'headache', 'stomach pain', 'loss of appetite', 'dark urine', 'joint pain', 'joint swelling', 'yellowing of the skin', 'yellowing of the eyes']",Rifapentine
Nilotinib,"['rash', 'itching', 'nausea', 'vomiting', 'diarrhea', 'constipation', 'heartburn', 'gas', 'loss of appetite', 'headache', 'dizziness', 'tiredness', 'difficulty falling asleep', 'difficulty staying asleep', 'night sweats', 'muscle cramps', 'back pain', 'bone pain', 'joint pain', 'limb pain', 'muscle pain', 'hair loss', 'dry skin', 'reddened skin', 'numbness in the hands', 'numbness in the feet', 'burning in the hands', 'burning in the feet', 'tingling in the hands', 'tingling in the feet', 'unusual bleeding', 'unusual bruising', 'blood in urine', 'bloody stools', 'black, tarry stools', 'sudden headache', 'confusion', 'changes in vision', 'unusual tiredness', 'unusual weakness', 'pale skin', 'chest pain', 'chest discomfort', 'problems walking', 'problems speaking', 'numbness', 'change in leg skin color', 'pain in legs', 'cold sensation in legs', 'stomach pain with nausea', 'stomach pain with vomiting', 'fever', 'chills', 'sore throat', 'ongoing cough', 'congestion', 'signs of infection', 'swelling of hands', 'swelling of ankles', 'swelling of feet', 'swelling of face', 'sudden weight gain', 'shortness of breath', 'pain in the right upper stomach area', 'discomfort in the right upper stomach area', 'yellowing of the skin', 'yellowing of the eyes', 'dark urine', 'urinating less often than usual']",Nilotinib
Rimantadine,"['upset stomach', 'nervousness', 'tiredness', 'difficulty sleeping', 'difficulty concentrating', 'lightheadedness', 'skin rash', 'yellowing of the skin', 'yellowing of the eyes', 'mood changes', 'mental confusion', 'vision changes']",Rimantadine
Sirolimus,"['stomach pain', 'headache', 'constipation', 'diarrhea', 'nausea', 'joint pain', 'muscle pain', 'mouth sores', 'acne', 'unusual bleeding', 'unusual bruising', 'new or worsening cough', 'shortness of breath', 'difficulty breathing', 'swollen skin', 'red skin', 'cracked skin', 'scaly skin', 'peeling skin', 'hives', 'rash', 'itching', 'difficulty breathing', 'difficulty swallowing', 'hoarseness', 'swelling of the face', 'swelling of the eyes', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'wound that is red', 'wound oozing pus', 'wound slow to heal', 'chest pain', 'trouble breathing', 'lightheadedness', 'fainting', 'swelling of the belly', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'weakness on one side of the body that worsens over time', 'clumsiness of the arms', 'clumsiness of the legs', 'changes in thinking', 'changes in memory', 'changes in walking', 'changes in balance', 'changes in eyesight', 'changes in strength', 'confusion', 'personality changes', 'pale skin', 'weakness', 'tiredness', 'shortness of breath', 'headache', 'dizziness', 'fainting']",Sirolimus
Ofloxacin,"['nausea', 'diarrhea', 'constipation', 'gas', 'vomiting', 'stomach pain', 'stomach cramps', 'change in ability to taste food', 'loss of appetite', 'dry mouth', 'excessive tiredness', 'pale skin', 'pain of the vagina', 'swelling of the vagina', 'itching of the vagina', 'severe diarrhea', 'watery stools', 'bloody stools', 'fever', 'stomach cramps', 'rash', 'hives', 'itching', 'peeling of the skin', 'blistering of the skin', 'fever', 'swelling of the eyes', 'swelling of the face', 'swelling of the mouth', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'throat tightness', 'difficulty breathing', 'difficulty swallowing', 'ongoing cough', 'worsening cough', 'yellowing of the skin', 'yellowing of the eyes', 'pale skin', 'dark urine', 'light colored stool', 'extreme thirst', 'extreme hunger', 'pale skin', 'feeling shaky', 'trembling', 'fast heartbeat', 'fluttering heartbeat', 'sweating', 'frequent urination', 'trembling', 'blurred vision', 'unusual anxiety', 'fainting', 'loss of consciousness', 'unusual bruising', 'unusual bleeding', 'sudden pain in the chest', 'sudden pain in the stomach', 'sudden pain in the back']",Ofloxacin
Mebendazole,"['diarrhea', 'stomach pain', 'stomach discomfort', 'stomach swelling', 'nausea', 'vomiting', 'loss of appetite', 'seizures', 'rash', 'hives', 'shortness of breath', 'difficulty breathing', 'difficulty swallowing', 'fever', 'sore throat', 'chills', 'signs of infection']",Mebendazole
Allopurinol,"['nausea', 'diarrhea', 'drowsiness', 'rash', 'itching', 'hives', 'peeling skin', 'blistering skin', 'shedding skin', 'red spots on skin', 'purple spots on skin', 'painful urination', 'blood in the urine', 'irritation of the eyes', 'swelling of the lips', 'swelling of the mouth', 'fever', 'flu-like symptoms', 'swollen glands', 'yellowing of the skin', 'yellowing of the eyes', 'pain in the upper right part of the stomach', 'nausea', 'vomiting', 'itching', 'extreme tiredness']",Allopurinol
Pitolisant,"['headache', 'difficulty falling asleep', 'difficulty staying asleep', 'nausea', 'stomach pain', 'loss of appetite', 'upper respiratory infection', 'muscle pain', 'joint pain', 'sleep talking', 'sleep terrors', 'difficulty moving when sleeping', 'difficulty moving upon waking', 'muscle weakness that begins suddenly and lasts for a short time', 'rash', 'dry mouth', 'anxiety', 'irritability', 'fast heartbeat', 'pounding heartbeat', 'irregular heartbeat', 'difficulty breathing', 'difficulty swallowing', 'fainting', 'hallucinating']",Pitolisant
Carisoprodol,"['drowsiness', 'dizziness', 'headache', 'fast heart rate', 'upset stomach', 'vomiting', 'seizures', 'difficulty breathing']",Carisoprodol
Bethanechol,"['upset stomach', 'vomiting', 'dizziness', 'sweating', 'flushing', 'shortness of breath', 'fainting', 'slow heart rate']",Bethanechol
Lactulose,"['diarrhea', 'gas', 'nausea', 'stomach pain', 'stomach cramps', 'vomiting']",Lactulose
Vosoritide,"['redness near the spot that this medication was injected', 'redness at the spot that this medication was injected', 'rash near the spot that this medication was injected', 'rash at the spot that this medication was injected', 'hives near the spot that this medication was injected', 'hives at the spot that this medication was injected', 'itching near the spot that this medication was injected', 'itching at the spot that this medication was injected', 'swelling near the spot that this medication was injected', 'swelling at the spot that this medication was injected', 'pain near the spot that this medication was injected', 'pain at the spot that this medication was injected', 'bruising near the spot that this medication was injected', 'bruising at the spot that this medication was injected', 'nausea', 'dizziness', 'tiredness', 'vomiting', 'stomach pain', 'diarrhea', 'ear pain', 'runny nose', 'joint pain', 'dry skin']",Vosoritide
Metronidazole,"['vomiting', 'nausea', 'diarrhea', 'constipation', 'upset stomach', 'stomach cramps', 'loss of appetite', 'headache', 'dry mouth', 'sharp, unpleasant metallic taste', 'furry tongue', 'mouth irritation', 'tongue irritation', 'numbness in your hands', 'numbness in your feet', 'pain in your hands', 'pain in your feet', 'burning in your hands', 'burning in your feet', 'tingling in your hands', 'tingling in your feet', 'seizures', 'rash', 'itching', 'hives', 'peeling skin', 'blistering skin', 'flushing', 'stuffy nose', 'fever', 'sore throat', 'signs of infection', 'dizziness', 'difficulty speaking', 'problems with coordination', 'confusion']",Metronidazole
Thalidomide,"['drowsiness', 'confusion', 'anxiety', 'depression', 'mood changes', 'difficulty falling asleep', 'difficulty staying asleep', 'bone pain', 'muscle pain', 'joint pain', 'back pain', 'weakness', 'headache', 'change in appetite', 'weight changes', 'nausea', 'constipation', 'dry mouth', 'dry skin', 'pale skin', 'uncontrollable shaking of a part of the body', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty achieving an erection', 'difficulty maintaining an erection', 'rash', 'itching', 'hives', 'blistering skin', 'peeling skin', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'hoarseness', 'difficulty swallowing', 'difficulty breathing', 'fever', 'sore throat', 'chills', 'cough', 'signs of infection', 'slow heartbeat', 'fast heartbeat', 'seizures']",Thalidomide
Fluconazole,"['headache', 'dizziness', 'diarrhea', 'stomach pain', 'heartburn', 'change in ability to taste food', 'nausea', 'vomiting', 'extreme tiredness', 'unusual bruising', 'unusual bleeding', 'lack of energy', 'loss of appetite', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'flu-like symptoms', 'dark urine', 'pale stools', 'seizures', 'rash', 'blistering skin', 'peeling skin', 'hives', 'itching', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty breathing', 'difficulty swallowing']",Fluconazole
Letrozole,"['hot flushes', 'night sweats', 'nausea', 'vomiting', 'loss of appetite', 'constipation', 'diarrhea', 'heartburn', 'stomach pain', 'changes in weight', 'muscle pain', 'joint pain', 'bone pain', 'excessive tiredness', 'headache', 'dizziness', 'weakness', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'difficulty falling asleep', 'difficulty staying asleep', 'vaginal bleeding', 'vaginal irritation', 'breast pain', 'hair loss', 'blurry vision', 'chest pain', 'rash', 'hives', 'itching', 'difficulty breathing', 'unusual bleeding', 'unusual bruising', 'pain in the upper right part of the stomach', 'yellowing of the skin', 'yellowing of the eyes', 'flu-like symptoms', 'pain in the back of the lower leg', 'warmth in the back of the lower leg', 'heaviness in the back of the lower leg', 'severe headache', 'sudden speech problems', 'sudden weakness of an arm', 'sudden weakness of a leg', 'sudden numbness of an arm', 'sudden numbness of a leg']",Letrozole
Anakinra,"['redness at the site of injection', 'swelling at the site of injection', 'bruising at the site of injection', 'itching at the site of injection', 'pain at the site of injection', 'headache', 'nausea', 'vomiting', 'stomach pain', 'diarrhea', 'runny nose', 'joint pain', 'rash', 'itching', 'hives', 'swelling of the lips', 'swelling of the tongue', 'swelling of the mouth', 'swelling of the face', 'hard lump under the skin at the site of injection', 'fever', 'swollen glands', 'dizziness', 'fainting', 'difficulty breathing', 'wheezing', 'sweating', 'fast heartbeat', 'racing heartbeat']",Anakinra
Gemifloxacin,"['diarrhea', 'nausea', 'stomach pain', 'vomiting', 'unusual tiredness', 'severe diarrhea', 'watery stools', 'bloody stools', 'fever', 'stomach cramps', 'rash', 'hives', 'itching', 'peeling of the skin', 'blistering of the skin', 'fever', 'swelling of the eyes', 'swelling of the face', 'swelling of the mouth', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'throat tightness', 'difficulty breathing', 'difficulty swallowing', 'ongoing cough', 'worsening cough', 'yellowing of the skin', 'yellowing of the eyes', 'pale skin', 'dark urine', 'light colored stool', 'extreme thirst', 'extreme hunger', 'pale skin', 'feeling shaky', 'trembling', 'fast heartbeat', 'fluttering heartbeat', 'sweating', 'frequent urination', 'trembling', 'blurred vision', 'unusual anxiety', 'fainting', 'loss of consciousness', 'sudden pain in the chest', 'sudden pain in the stomach', 'sudden pain in the back']",Gemifloxacin
